Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,17.117187127470967,,,,,,,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,17.117187127470967,,,,,,,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,17.117187127470967,,,,,,,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,17.117187127470967,,,,,,,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,17.117187127470967,,,,,,,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,17.117187127470967,,,,,,,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,17.117187127470967,,,,,,,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,17.117187127470967,,,,,,,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,17.117187127470967,,,,,,,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,17.117187127470967,,,,,,,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,17.117187127470967,,,,,,,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,17.117187127470967,,,,,,,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,17.117187127470967,,,,,,,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,17.117187127470967,,,,,,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,17.117187127470967,,,,,,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,17.117187127470967,,,,,,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,17.117187127470967,,,,,,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,17.117187127470967,,,,,,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,17.117187127470967,,,,,,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,17.117187127470967,,,,,,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,17.117187127470967,,,,,,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,17.117187127470967,,,,,,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,17.117187127470967,,,,,,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,17.117187127470967,,,,,,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,17.117187127470967,,,,,,,20,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,17.117187127470967,,,,,,,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,17.117187127470967,,,,,,,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,3,17.117187127470967,103.01941325776035,,,0.42289536259274346,0.8233208591262923,0.3411238746856229,188,,,,
